"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_symbol"
"ENSG00000125814",164.257371590379,-0.0278730984611029,0.355977721246345,-0.0783001204780846,0.937589321631013,0.999979790976061,"ENSG00000125814","NAPB"
"ENSG00000108406",174.489325961653,0.117864063982441,0.4461607448697,0.264173989616371,0.791645852606227,0.999979790976061,"ENSG00000108406","DHX40"
"ENSG00000289291",14.9978298004079,-0.0370494439984938,0.57684436093452,-0.0642277995722652,0.948788842230495,0.999979790976061,"ENSG00000289291","ENSG00000289291"
"ENSG00000155097",346.762244184686,0.155141574368303,0.289857363733253,0.535234200608666,0.592487919609479,0.999979790976061,"ENSG00000155097","ATP6V1C1"
"ENSG00000154262",237.449440640144,2.40172034427617,1.03186508000883,2.32755269153563,0.0199358679984864,0.226933296068393,"ENSG00000154262","ABCA6"
"ENSG00000173706",1606.79393458028,0.227706667992384,0.267711424729065,0.850567614821941,0.395009585695347,0.999979790976061,"ENSG00000173706","HEG1"
"ENSG00000178917",87.4770072505694,-0.0716654860998602,0.408721443578058,-0.175340656150754,0.860811967584887,0.999979790976061,"ENSG00000178917","ZNF852"
"ENSG00000236073",5.6071358518665,-0.174933775361485,0.854113146857036,-0.204813350555726,0.837717955891546,0.999979790976061,"ENSG00000236073","ENSG00000236073"
"ENSG00000288721",7.41300605885387,0.0614534894024248,0.751074942418644,0.0818207157923944,0.934789282485449,0.999979790976061,"ENSG00000288721","ENSG00000288721"
"ENSG00000119147",11.6903414759377,-2.30144914375418,0.715560717719228,-3.21628771222909,0.00129860569973104,0.0292923079999615,"ENSG00000119147","ECRG4"
"ENSG00000235641",2.63174907734679,0.357834764466312,1.17722397704835,0.3039648966066,0.76115463498666,0.999979790976061,"ENSG00000235641","LINC00484"
"ENSG00000277232",8.71909706288363,0.268009888409678,0.723423847471576,0.370474223854237,0.7110291788098,0.999979790976061,"ENSG00000277232","GTSE1-DT"
"ENSG00000275178",2.14206845690224,-0.680680533295315,1.30434142726696,-0.521857635635763,0.601769456758126,NA,"ENSG00000275178","ENSG00000275178"
"ENSG00000291082",10.3739607145481,-0.70323927360439,0.657877786415783,-1.06895123703104,0.285091642648591,0.939912667277264,"ENSG00000291082","HERC2P9"
"ENSG00000243107",12.6843810355141,0.726021434959082,0.647115184424879,1.12193540258885,0.261889906681567,0.911157908778081,"ENSG00000243107","ENSG00000243107"
"ENSG00000112182",141.111264746523,0.0319391352949493,0.292925117568353,0.109035153967281,0.913174607711511,0.999979790976061,"ENSG00000112182","BACH2"
"ENSG00000278002",6.0887798226443,0.386360176682702,0.832623954071178,0.464027217561499,0.642628245587013,0.999979790976061,"ENSG00000278002","ENSG00000278002"
"ENSG00000167595",193.049286453464,0.0342937920198175,0.386373994276266,0.0887580233862651,0.929274218455006,0.999979790976061,"ENSG00000167595","PROSER3"
"ENSG00000263648",2.47609062891489,0.586414004027864,1.38893045303704,0.422205447901017,0.672875065369912,0.999979790976061,"ENSG00000263648","ENSG00000263648"
"ENSG00000279122",6.91449646217732,0.269883028792068,0.768695580083003,0.351092208391423,0.725519173151307,0.999979790976061,"ENSG00000279122","ENSG00000279122"
"ENSG00000110768",353.146925331112,-0.142148230521074,0.417833099769325,-0.3402033745042,0.733703377106845,0.999979790976061,"ENSG00000110768","GTF2H1"
"ENSG00000137843",78.3485867530204,0.0273158682634266,0.471138927593728,0.0579783725427621,0.95376585575279,0.999979790976061,"ENSG00000137843","PAK6"
"ENSG00000101276",27.0249118837641,-0.359887663025602,0.465142455114142,-0.773714931992799,0.439099387831821,0.999979790976061,"ENSG00000101276","SLC52A3"
"ENSG00000064961",334.058323993892,-0.0404157846428365,0.297982541971691,-0.135631384226114,0.892112693680282,0.999979790976061,"ENSG00000064961","HMG20B"
"ENSG00000201616",3.78463675523983,0.123258249984722,1.04645213491071,0.117786801586715,0.906236587552291,0.999979790976061,"ENSG00000201616","RNU1-91P"
"ENSG00000272263",2.63434590758734,0.360621437866816,1.25034117712382,0.288418428877436,0.773026462612647,0.999979790976061,"ENSG00000272263","ENSG00000272263"
"ENSG00000182963",249.525362227261,-0.643546172101346,0.29311060004641,-2.19557454421454,0.0281224099185562,0.286941536693594,"ENSG00000182963","GJC1"
"ENSG00000121774",600.918404503032,-0.00745722424260622,0.244844139106038,-0.0304570257218884,0.975702565973064,0.999979790976061,"ENSG00000121774","KHDRBS1"
"ENSG00000173818",246.471737474504,0.578155000014068,0.395345133558859,1.46240575875962,0.143630052293949,0.725487641936686,"ENSG00000173818","ENDOV"
"ENSG00000198155",2.6359198510375,-1.58650445161617,1.33852905943905,-1.18525962542872,0.235914811574956,0.878345985617967,"ENSG00000198155","ZNF876P"
"ENSG00000115425",65.5668619524385,0.140867038530192,0.343110626781172,0.410558658155562,0.681396183361901,0.999979790976061,"ENSG00000115425","PECR"
"ENSG00000130518",51.8594772886107,-0.235865792597801,0.428386308364877,-0.550591342421949,0.581913845050975,0.999979790976061,"ENSG00000130518","IQCN"
"ENSG00000101210",24.2253791510918,-0.384546076366158,0.59951836636853,-0.641425013708043,0.521246585665127,0.999979790976061,"ENSG00000101210","EEF1A2"
"ENSG00000188677",326.720128664808,-0.0152530223876979,0.308617089041318,-0.0494237776497719,0.960581579489945,0.999979790976061,"ENSG00000188677","PARVB"
"ENSG00000239780",1.64764944207315,0.576757359268304,1.551134021571,0.371829481687315,0.710019811759631,NA,"ENSG00000239780","RPLP0P11"
"ENSG00000278685",1.65233865625921,-3.07259706232364,1.8181071596629,-1.68999777928015,0.0910283794977892,NA,"ENSG00000278685","IQCA1L"
"ENSG00000154229",499.266472004467,-0.565491066736171,0.267899979953938,-2.11082907446801,0.0347870061162846,0.331754341687686,"ENSG00000154229","PRKCA"
"ENSG00000257663",2.63457664116615,0.73105706741367,1.1959517013089,0.611276414100646,0.541016602705565,0.999979790976061,"ENSG00000257663","ENSG00000257663"
"ENSG00000161040",25.5008960420253,-0.778232136010964,0.720843230542822,-1.0796135734325,0.280314294540449,0.935901360682114,"ENSG00000161040","FBXL13"
"ENSG00000136238",594.645919859201,-0.142666290117344,0.254607384304205,-0.560338383378882,0.575248651116945,0.999979790976061,"ENSG00000136238","RAC1"
"ENSG00000076685",21.0919091048907,-0.27655037939841,0.520635832250342,-0.531178152304802,0.595295331206294,0.999979790976061,"ENSG00000076685","NT5C2"
"ENSG00000100767",160.68350503811,1.00297204994849,0.398522469591331,2.51672647461258,0.0118450746349476,0.155835614794006,"ENSG00000100767","PAPLN"
"ENSG00000161956",108.881433332205,0.110841333093854,0.363948871498387,0.304551935104283,0.760707432069949,0.999979790976061,"ENSG00000161956","SENP3"
"ENSG00000289055",2.63641100704517,2.1120611065418,1.43542661905199,1.47138215113824,0.1411877976704,0.717448026655444,"ENSG00000289055","ENSG00000289055"
"ENSG00000228084",5.93723660449531,-0.826860668414379,0.83112540458893,-0.994868721192969,0.319800117430768,0.972663777004247,"ENSG00000228084","ENSG00000228084"
"ENSG00000122733",20.0884799517643,-0.10279432173381,0.56501948268484,-0.181930579181722,0.855637206233255,0.999979790976061,"ENSG00000122733","PHF24"
"ENSG00000198673",22.9141278688751,-0.229894501171091,0.561586676723717,-0.409366017214458,0.682271074481852,0.999979790976061,"ENSG00000198673","TAFA2"
"ENSG00000267607",8.06358197028843,0.774221827836611,0.847760345643609,0.913255534792479,0.361108162285671,0.999310748431814,"ENSG00000267607","ICAM4-AS1"
"ENSG00000005421",2.63616594708722,1.13400201941054,1.23366891916174,0.919210982620106,0.357985227738089,0.998427423693236,"ENSG00000005421","PON1"
"ENSG00000198520",38.2040782161989,-1.42525245432551,0.457782947848714,-3.11338039353208,0.00184957460666963,0.0385742428623788,"ENSG00000198520","ARMH1"
"ENSG00000197696",68.304172071075,1.43101462165582,0.345499433429372,4.1418725566401,3.44481750553052e-05,0.00166003667823331,"ENSG00000197696","NMB"
"ENSG00000251774",2.30704336542979,-0.84869298406491,1.34460295452003,-0.63118482761914,0.527919681285891,0.999979790976061,"ENSG00000251774","RNU6-377P"
"ENSG00000152782",53.3489205130182,0.298361642902299,0.367245105034838,0.812431912125814,0.416543841045531,0.999979790976061,"ENSG00000152782","PANK1"
"ENSG00000172465",105.823461789515,0.157975985475819,0.341553527380459,0.462521897189626,0.643707103142946,0.999979790976061,"ENSG00000172465","TCEAL1"
"ENSG00000122176",638.217301237497,1.62926597940575,0.39449261943946,4.13002905281421,3.62717394486083e-05,0.0017282736676599,"ENSG00000122176","FMOD"
"ENSG00000234028",19.914993212701,0.164083484934698,0.55215736360773,0.297167973750447,0.766338271263607,0.999979790976061,"ENSG00000234028","EIF2AK3-DT"
"ENSG00000164062",412.002129944505,0.238143314111781,0.367279543523061,0.648397979989398,0.516727576505799,0.999979790976061,"ENSG00000164062","APEH"
"ENSG00000065534",1777.11406764456,0.130494202706332,0.264896315685714,0.492623698327146,0.622278500032165,0.999979790976061,"ENSG00000065534","MYLK"
"ENSG00000115919",198.814793107319,-0.817263860962111,0.368012289340797,-2.22075154725414,0.0263677939794875,0.274509881347823,"ENSG00000115919","KYNU"
"ENSG00000020577",872.156003070204,-0.453558206622842,0.250464272924113,-1.81086987508299,0.0701609967644543,0.501454045414263,"ENSG00000020577","SAMD4A"
"ENSG00000072609",546.393081587538,-0.114961545265671,0.324083048009055,-0.354728659742979,0.722792878053524,0.999979790976061,"ENSG00000072609","CHFR"
"ENSG00000135916",260.687960996549,0.0104158360394681,0.296810339576892,0.0350925646805837,0.972005930287546,0.999979790976061,"ENSG00000135916","ITM2C"
"ENSG00000100650",544.744484224325,-0.0432053054558196,0.247879306599719,-0.17429976728791,0.861629882122008,0.999979790976061,"ENSG00000100650","SRSF5"
"ENSG00000256116",18.5907936507835,0.273457378283615,0.615998934005087,0.443925083612818,0.657096748640339,0.999979790976061,"ENSG00000256116","ENSG00000256116"
"ENSG00000232969",1.80834918880565,0.797312944120032,1.57385674198976,0.506598169228555,0.612436793177065,NA,"ENSG00000232969","ENSG00000232969"
"ENSG00000156232",272.642708976529,0.161575760766049,0.265006821510181,0.609704157218617,0.542057800191882,0.999979790976061,"ENSG00000156232","WHAMM"
"ENSG00000237978",11.5397549402899,-0.939324381573821,0.732700359848461,-1.28200343967088,0.199841439610176,0.833983267632612,"ENSG00000237978","KCNMB2-AS1"
"ENSG00000154310",609.473512191995,-0.06576489874303,0.299213291457093,-0.219792705139439,0.826032601179538,0.999979790976061,"ENSG00000154310","TNIK"
"ENSG00000159307",136.859103602215,2.57728848234415,0.415784378731627,6.19861787546302,5.69611377112651e-10,1.29403498921913e-07,"ENSG00000159307","SCUBE1"
"ENSG00000169896",800.667918842842,-0.681775808461405,0.340788178361502,-2.00058526601292,0.0454371027178578,0.394175875023353,"ENSG00000169896","ITGAM"
"ENSG00000198929",114.393126863326,0.596833831011037,0.318108449711797,1.87619609460787,0.0606283581606534,0.462418448752897,"ENSG00000198929","NOS1AP"
"ENSG00000262402",44.2820699912838,-0.117278892814752,0.544577102856265,-0.21535773759057,0.829488417414653,0.999979790976061,"ENSG00000262402","MCUR1P1"
"ENSG00000230986",15.4807702385303,-0.182819535707943,0.711824779785716,-0.256832216157153,0.797308299146193,0.999979790976061,"ENSG00000230986","DDX3P2"
"ENSG00000106823",11.5271504269728,0.00107379174260644,0.743952543072835,0.00144336053771822,0.998848365311147,0.999979790976061,"ENSG00000106823","ECM2"
"ENSG00000100285",21.782067198372,-1.05211502009687,0.562137541185484,-1.87163272867006,0.0612574322192403,0.464432093380915,"ENSG00000100285","NEFH"
"ENSG00000166147",2020.49496439096,0.96319641873028,0.270225089760528,3.56442260629411,0.000364658025342768,0.0109414608453083,"ENSG00000166147","FBN1"
"ENSG00000242779",58.9779804502963,-0.0669223882665245,0.369110393278024,-0.181307244350925,0.856126420095842,0.999979790976061,"ENSG00000242779","ZNF702P"
"ENSG00000233846",2.14158063421351,1.15942081938712,1.52210001290767,0.761724465905676,0.446224470016777,NA,"ENSG00000233846","SELENOTP1"
"ENSG00000149809",103.705947192937,0.222884156902132,0.351487969092407,0.634116033836526,0.526005099585616,0.999979790976061,"ENSG00000149809","TM7SF2"
"ENSG00000152611",11.8517137336778,-1.08761554725717,0.885755817731357,-1.22789545999577,0.219486214021884,0.858187471579241,"ENSG00000152611","CAPSL"
"ENSG00000290960",56.0082154749452,-0.734309613986529,0.391852708827445,-1.87394293173022,0.0609382912927907,0.463670419752921,"ENSG00000290960","ENSG00000290960"
"ENSG00000125356",93.8869561822978,-0.136298645029235,0.304556532644072,-0.447531510310844,0.654491341894302,0.999979790976061,"ENSG00000125356","NDUFA1"
"ENSG00000256940",21.5901226155069,-0.606924675046901,0.490725686837824,-1.23679010764211,0.216165015572668,0.853979374524191,"ENSG00000256940","PPP1R14B-AS1"
"ENSG00000196126",535.853162412865,-0.0970954253145149,0.273043503921599,-0.355604231267097,0.722136974431181,0.999979790976061,"ENSG00000196126","HLA-DRB1"
"ENSG00000110717",154.252371294196,0.45489725865655,0.376279953123906,1.20893301617574,0.226688580580272,0.864719346297626,"ENSG00000110717","NDUFS8"
"ENSG00000080493",479.458414197683,-0.350370910908982,0.253862942786378,-1.38015776175656,0.167538075813153,0.773708149589833,"ENSG00000080493","SLC4A4"
"ENSG00000260807",14.5008125837445,-0.140061249165863,0.673094139248129,-0.208085676280462,0.835162071047486,0.999979790976061,"ENSG00000260807","CEROX1"
"ENSG00000279527",8.0609987658372,0.172455411532911,0.740736329098415,0.232816192156816,0.815904138865988,0.999979790976061,"ENSG00000279527","ENSG00000279527"
"ENSG00000100147",277.686816302159,-0.124104090703142,0.367568851879182,-0.337634949394282,0.735638301433926,0.999979790976061,"ENSG00000100147","CCDC134"
"ENSG00000289196",4.4366938540109,1.79962286781899,1.04998975941459,1.71394325676315,0.0865391476254763,0.569383501197515,"ENSG00000289196","ENSG00000289196"
"ENSG00000159167",1254.95418740166,0.927973219072313,0.318519878953275,2.91339184895409,0.00357525656483772,0.0652574089208975,"ENSG00000159167","STC1"
"ENSG00000273113",2.13835581372709,-0.22756087285056,1.30099482776303,-0.174912972745506,0.86114801664243,NA,"ENSG00000273113","ENSG00000273113"
"ENSG00000166432",62.5867218612099,0.199950764506116,0.544492560409801,0.36722405234633,0.713451899571572,0.999979790976061,"ENSG00000166432","ZMAT1"
"ENSG00000198015",234.07327209568,0.00315951084118313,0.454103536089006,0.00695768825848529,0.994448612749623,0.999979790976061,"ENSG00000198015","MRPL42"
"ENSG00000266256",20.75803097136,-0.654774025021778,0.517141828741053,-1.2661401353199,0.20546291560412,0.839007341213806,"ENSG00000266256","LINC00683"
"ENSG00000252202",2.14402280172327,1.17077356303813,1.46717811686922,0.797976434883323,0.424884165306341,NA,"ENSG00000252202","Y_RNA"
"ENSG00000078399",2.96714381257889,2.32009784277828,1.34545767626226,1.72439303272892,0.0846369144921334,0.56080772196298,"ENSG00000078399","HOXA9"
"ENSG00000241990",22.9027799516085,0.269285782262617,0.53006590254137,0.508023211777143,0.611437064952026,0.999979790976061,"ENSG00000241990","PRR34-AS1"
"ENSG00000171130",73.7610909734411,-0.175735197076663,0.432624964675893,-0.406206787461553,0.684590667331617,0.999979790976061,"ENSG00000171130","ATP6V0E2"
"ENSG00000200345",17.4602111557035,-0.00165238762773697,0.548740112009776,-0.00301123900289529,0.997597382521683,0.999979790976061,"ENSG00000200345","RNU6-485P"
"ENSG00000229534",5.2733927242468,-0.180746162194804,0.970375788144805,-0.186264089029221,0.852237667420231,0.999979790976061,"ENSG00000229534","HNRNPA1P53"
"ENSG00000171612",44.6514589584599,-0.359970215994319,0.432940071030069,-0.831455067529007,0.405716601400589,0.999979790976061,"ENSG00000171612","SLC25A33"
